#/////////////////////////////////////,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# -----START OF METADATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# TITLE: Brief title for entire data set,"Species richness of stoneflies (Insecta: Plecoptera), with an emphasis on the Appalachian region",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE: date of creation of data set,15-Sep-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR: author/owner of data,Phillip Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR EMAIL:,pnhogan2@illinois.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR ADDRESS:,https://orcid.org/0000-0002-6546-272X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR WEBSITE: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# OWNERSHIP: Information on who owns/controls the data ,Phillip Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLLABORATORS: One or more lines identifying others who collected/own data,Scott Grubbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# FUNDING SOURCES: Grant numbers or funding sources for acknowlegment,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# REPOSITORY: One or more lines for GitHub, Dryad, or permanent web repositories where data set can be accessed",https://datadryad.org/stash/dataset/doi:10.5061/dryad.hdr7sqvmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CITATIONS: One or more lines for publications that cite or use these data,"Hogan, Phillip; Grubbs, Scott (2022). Data from: Distributional trends and species richness of Maryland, USA stoneflies (Insecta: Plecoptera), with an emphasis on the Appalachian region [Dataset]. Dryad. https://doi.org/10.5061/dryad.hdr7sqvmg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SAMPLING LOCATIONS: One or more lines about where data were collected; GPS for individual sites should be data columns,"Appalachian Region, Maryland (USA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SAMPLING TIMES: One more lines on when data were collected,1990's and 2020-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# VARIABLE DESCRIPTION: One line for each column in the data set stating what it is and what the units of measurement are,Type: What kind of collection this individual was,kingdom,phylum,class,order,family,genus,specificEpithet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MISSING DATA: One or more lines for each variable describing the source of NA values throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATA TRACK CHANGES LOG (use this section to record any changes to the data set after it is created),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DATE:              #CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----- END OF METADATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#/////////////////////////////////////,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----- START OF DATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Type,ownerInstitutionCode,catalogNumber,kingdom,phylum,class,order,family,genus,specificEpithet,scientificNameAuthorship,vernacularName,taxonomicStatus,taxonRank,typeStatus,identifiedBy,dateIdentified,eventDate,month,day,year,preparation,recordedBy,fieldNumber,habitat,basisOfRecord,adultMale,adultFemale,immatureNymph,1uvium,individualCount,sex,lifeStage,country,countryCode,stateProvince,county,waterBody,locality,coordinateUncertaintyInMeters,geodeticDatum,georeferencedBy,georeferenceSources,datasetName,accessRights,notes,elevation_m,decimalLongitude,decimalLatitude
74,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/16/1996,3,16,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,9,0,0,1,female ,adult,USA,US,Maryland,Garrett,"tributary, Aronholt Fork of Shields Run","U.S. 50, 3.3 mi SW Rte. 560",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,821,-79.39678,39.30285
75,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/2/1996,3,2,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,5,2,0,0,1,female ,adult,USA,US,Maryland,Garrett,"tributary, Swamp Run","Swamp Rd., 0.7 mi E Westernport Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,781,-79.05999,39.57996
76,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,12/16/1994,12,16,1994,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,2,0,0,2,female ,adult,USA,US,Maryland,Garrett,Blacklick Run,,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,572,-79.08266,39.60979
77,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/24/1996,3,24,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,2,18,0,0,2,female ,adult,USA,US,Maryland,Garrett,Dry Run,"Dry Run Rd., 1.1 mi NW Savage River Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,558,-79.15489,39.52948
78,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/16/1996,3,16,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,2,0,0,2,female ,adult,USA,US,Maryland,Garrett,outflows from ponds,"Rte. 50, near St. Highway Dept. Salt Domes",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,794,-79.43582,39.29786
79,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/25/1996,3,25,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,2,0,0,2,female ,adult,USA,US,Maryland,Garrett,"tributary, Big Run","Big Run Rd., 2.5 mi NW Westernport Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,514,-79.15451,39.56368
80,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/3/1996,3,3,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,1,0,0,2,"male, female, ",adult,USA,US,Maryland,Garrett,"tributary, Middle Fork Crabtree Creek",0.2 mi W Savage River Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,472,-79.15662,39.5145
81,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/8/1997,3,8,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,17,0,0,2,female ,adult,USA,US,Maryland,Garrett,"tributary, North Branch Potomac River","Audley-Riley Rd., 2.4 mi SE Laurel Run Rd.",1000,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,826,-79.30455,39.33886
82,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,4/3/1996,4,3,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,1,0,0,2,"male, female, ",adult,USA,US,Maryland,Garrett,"tributary, Swamp Run","Swamp Rd., 0.7 mi E Westernport Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,781,-79.05999,39.57996
83,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/24/1996,3,24,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,2,0,0,3,"male, female, ",adult,USA,US,Maryland,Garrett,"spring, Dry Run","Dry Run Rd., 1.1 mi NW Savage River Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,558,-79.15489,39.52948
84,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/3/1996,3,3,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,2,2,0,0,4,"male, female, ",adult,USA,US,Maryland,Garrett,spring into Savage River,0.7 mi downstream confluence with Poplar Lick Run,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,508,-79.09752,39.57844
85,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/18/1996,3,18,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,6,"male, female, ",adult,USA,US,Maryland,Garrett,spring into Savage River Reservoir,"Savage River Rd., 0.5 mi S Big Run Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,463,-79.13965,39.53662
86,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/24/1996,3,24,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,18,0,0,6,female ,adult,USA,US,Maryland,Garrett,"spring, Dry Run","Dry Run Rd., 0.3 mi NW Savage River Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,485,-79.14937,39.524
87,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/31/1996,3,31,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,6,0,0,6,female ,adult,USA,US,Maryland,Garrett,"tributary, Middle Fork","at end of path-bridge out, nr. Savage River Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,498,-79.16982,39.51566
88,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,4/15/1996,4,15,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,4,0,0,7,"male, female, ",adult,USA,US,Maryland,Garrett,spring into Savage River,0.7 mi downstream confluence with Poplar Lick Run,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,508,-79.09752,39.57844
89,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/25/1996,3,25,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,6,0,0,7,"male, female, ",adult,USA,US,Maryland,Garrett,"spring, Savage River","nr. Pea Ridge Spur, 0.3 mi NE Westernport Rd.",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,546,-79.08039,39.60267
90,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/2/1996,3,2,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,7,"male, female, ",adult,USA,US,Maryland,Garrett,"tributary, Swamp Run","Swamp Rd., 0.6 mi E Westernport Rd.",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,760,-79.06153,39.5814
91,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/19/1996,2,19,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,11,"male, female, ",adult,USA,US,Maryland,Garrett,seep into Savage River,"Savage River Rd., 0.3 mi upstream Savage River Reservoir",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,452,-79.12955,39.54459
92,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/16/1996,3,16,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,12,"male, female, ",adult,USA,US,Maryland,Garrett,"spring, North Branch Potomac River","Gorman-Steyer Rd., 0.5 mi NE Rte. 560",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,708,-79.33467,39.29964
93,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/8/1997,3,8,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,4,9,0,0,12,"male, female, ",adult,USA,US,Maryland,Garrett,"spring, South Prong. Lostland Run",0.5 mi SE North Prong. Lostland Run,10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,739,-79.27712,39.38217
94,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/8/1997,3,8,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,11,0,0,13,"male, female, ",adult,USA,US,Maryland,Garrett,"spring, North Prong. Lostland Run",nr. confluence with South Prong. Lostland Run,10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,653,-79.25442,39.37202
95,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/8/1997,3,8,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,17,"male, female, ",adult,USA,US,Maryland,Garrett,"spring, Riley's Spring Branch, Laurel Run","Audley-Riley Rd., <0.1 mi NE Laurel Run Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,779,-79.296,39.3411
96,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/8/1997,3,8,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,2,0,0,20,"male, female, ",adult,USA,US,Maryland,Garrett,"spring, Monroe Run","New Germany Rd., 0.6 mi NE Rte. 495",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,674,-79.20254,39.56689
97,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/24/1996,3,24,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,25,0,0,25,female ,adult,USA,US,Maryland,Garrett,"tributary, Swamp Run","Swamp Rd., 0.6 mi E Westernport Rd.",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,760,-79.06153,39.5814
98,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frisoni,"Ross & Ricker, 1964",Evansville Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/18/1996,3,18,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,5,0,0,41,"male, female, ",adult,USA,US,Maryland,Garrett,spring into Savage River,0.7 mi downstream confluence with Poplar Lick Run,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,508,-79.09752,39.57844
99,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frumi,"Kirchner, 1982",Monongahela Snowfly,accepted,species,not type,S.A. Grubbs,NA,4/27/1996,4,27,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,2,0,0,2,female ,adult,USA,US,Maryland,Garrett,"tributary, Toliver Run","Maple Glade Rd., 0.6 mi E Cranesville Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,769,-79.4457,39.50762
100,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frumi,"Kirchner, 1982",Monongahela Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/31/1996,3,31,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,12,0,0,15,"male, female, ",adult,USA,US,Maryland,Garrett,"tributary, Toliver Run","Maple Glade Rd., 0.6 mi E Cranesville Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,769,-79.4457,39.50762
101,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frumi,"Kirchner, 1982",Monongahela Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/25/1996,2,25,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,15,5,0,0,20,"male, female, ",adult,USA,US,Maryland,Garrett,"tributary, Toliver Run","Cranesville Rd., 0.6 mi N Swallow Falls Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,756,-79.4442,39.49255
102,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,frumi,"Kirchner, 1982",Monongahela Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/25/1996,2,25,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,39,10,0,0,49,"male, female, ",adult,USA,US,Maryland,Garrett,"tributary, Toliver Run","Maple Glade Rd., 0.6 mi E Cranesville Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,769,-79.4457,39.50762
103,Collection,INHS,Insect Collection 514600,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/8/2010,3,8,2010,Vial,C. Favret,,,,0,1,0,0,1,,,USA,US,Maryland,Allegany,Fifteenmile Creek,Little Orleans at Oldtown Road,10,,,,Maryland Plecoptera Project,No restrictions,,135,-78.38936,39.62804
104,Collection,INHS,Insect Collection 552222,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/8/2010,3,8,2010,Vial,C. Favret,,,,1,0,0,0,1,,,USA,US,Maryland,Allegany,Fifteenmile Creek,Little Orleans at Oldtown Road,10,,,,Maryland Plecoptera Project,No restrictions,,135,-78.38936,39.62804
105,Collection,INHS,Insect Collection 552223,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/8/2010,3,8,2010,Vial,C. Favret,,,,1,0,0,0,1,,,USA,US,Maryland,Allegany,Fifteenmile Creek,Little Orleans at Oldtown Road,10,,,,Maryland Plecoptera Project,No restrictions,,135,-78.38936,39.62804
106,Collection,INHS,Insect Collection 552224,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/8/2010,3,8,2010,Vial,C. Favret,,,,1,0,0,0,1,,,USA,US,Maryland,Allegany,Fifteenmile Creek,Little Orleans at Oldtown Road,10,,,,Maryland Plecoptera Project,No restrictions,,135,-78.38936,39.62804
107,Collection,INHS,Insect Collection 552225,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/8/2010,3,8,2010,Vial,C. Favret,,,,1,0,0,0,1,,,USA,US,Maryland,Allegany,Fifteenmile Creek,Little Orleans at Oldtown Road,10,,,,Maryland Plecoptera Project,No restrictions,,135,-78.38936,39.62804
108,Collection,INHS,Insect Collection 552226,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2010,3/8/2010,3,8,2010,Vial,C. Favret,,,,1,0,0,0,1,,,USA,US,Maryland,Allegany,Fifteenmile Creek,Little Orleans at Oldtown Road,10,,,,Maryland Plecoptera Project,No restrictions,,135,-78.38936,39.62804
109,Collection,INHS,Insect Collection 654543,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2013,3/12/2013,3,12,2013,Vial,R.E. DeWalt,,,,0,1,0,0,1,,,USA,US,Maryland,Allegany,Flintstone Creek,Flintstone at I-68,10,,,,Maryland Plecoptera Project,No restrictions,,247,-78.56641,39.70501
110,Collection,INHS,Insect Collection 654520,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,R.E. DeWalt,2013,3/10/2013,3,10,2013,Vial,R.E. DeWalt,,,,0,3,0,0,3,,,USA,US,Maryland,Allegany,Fifteenmile Creek,Little Orleans at Oldtown Road,10,,,,Maryland Plecoptera Project,No restrictions,,135,-78.38936,39.62804
111,Collection,INHS,Plecoptera 8728,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,2007,2/13/1938,2,13,1938,Vial,R.E. Yeatter,,,,1,1,0,0,2,,,USA,US,Maryland,Allegany,,10 mi E Cumberland,10000,,,,Maryland Plecoptera Project,No restrictions,,337,-78.6323,39.653
112,Collection,INHS,Plecoptera 8753,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,2007,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,11,1,0,0,12,,,USA,US,Maryland,Allegany,Evitt's Creek,North Branch,1000,,,,Maryland Plecoptera Project,No restrictions,,188,-78.7364,39.6266
113,Collection,INHS,Plecoptera 8752,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,2007,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,0,3,0,0,3,,,USA,US,Maryland,Allegany,Town Creek,Flintstone,1000,,,,Maryland Plecoptera Project,No restrictions,,235,-78.548,39.6952
114,Collection,INHS,Plecoptera 8797,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,2007,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,0,0,0,0,0,,,USA,US,Maryland,Allegany,Town Creek,Flintstone,1000,,,,Maryland Plecoptera Project,No restrictions,,235,-78.548,39.6952
115,Collection,INHS,Plecoptera 8798,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,2007,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,3,0,0,0,3,,,USA,US,Maryland,Allegany,Town Creek,Flintstone,1000,,,,Maryland Plecoptera Project,No restrictions,,235,-78.548,39.6952
116,Collection,INHS,Plecoptera 8816,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,2007,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,3,0,0,0,3,,,USA,US,Maryland,Allegany,Town Creek,Flintstone,1000,,,,Maryland Plecoptera Project,No restrictions,,235,-78.548,39.6952
117,Collection,INHS,Plecoptera 8817,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,2007,12/30/1934,12,30,1934,Vial,"T.H. Frison, H.H. Ross",,,,3,0,0,0,3,,,USA,US,Maryland,Allegany,Town Creek,Flintstone,1000,,,,Maryland Plecoptera Project,No restrictions,,235,-78.548,39.6952
